Nr.;BLZ;Institut;Ort;RZ;Organisation;HBCI-Zugang DNS;HBCI- Zugang     IP-Adresse;HBCI-Version;DDV;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;RAH-7;RAH-9;RAH-10;PIN/TAN-Zugang URL;Version;Datum letzte énderung;;;;;
117;13070000;Deutsche Bank;Rostock;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
118;13070000;Deutsche Bank;Anklam;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
119;13070000;Deutsche Bank;Bad Doberan;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
120;13070000;Deutsche Bank;Bergen auf RÅgen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
121;13070000;Deutsche Bank;BÅtzow;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
122;13070000;Deutsche Bank;Demmin, Hansestadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
123;13070000;Deutsche Bank;Greifswald, Hansestadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
124;13070000;Deutsche Bank;GrevesmÅhlen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
125;13070000;Deutsche Bank;Grimmen;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
126;13070000;Deutsche Bank;GÅstrow;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
127;13070000;Deutsche Bank;Hagenow;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
128;13070000;Deutsche Bank;Ludwigslust;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
129;13070000;Deutsche Bank;LÅbz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
130;13070000;Deutsche Bank;Malchin;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
131;13070000;Deutsche Bank;Neubrandenburg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
132;13070000;Deutsche Bank;Neustrelitz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
133;13070000;Deutsche Bank;Prenzlau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
134;13070000;Deutsche Bank;Ribnitz-Damgarten;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
135;13070000;Deutsche Bank;Schwerin;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
136;13070000;Deutsche Bank;Stralsund;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
137;13070000;Deutsche Bank;Templin;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
138;13070000;Deutsche Bank;Teterow;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
139;13070000;Deutsche Bank;Torgelow;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
140;13070000;Deutsche Bank;Wismar;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
141;13070000;Deutsche Bank;Wittenberge;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
142;13070000;Deutsche Bank;Wolgast;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
143;13070000;Deutsche Bank;Gadebusch;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
144;13070000;Deutsche Bank;Parchim;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
145;13070000;Deutsche Bank;Perleberg;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
146;13070000;Deutsche Bank;Plau;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
147;13070000;Deutsche Bank;Stavenhagen, Reuterstadt;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
148;13070000;Deutsche Bank;Sassnitz;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
149;13070000;Deutsche Bank;Waren (MÅritz);eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
150;13070000;Deutsche Bank;UeckermÅnde;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
151;13070000;Deutsche Bank;Barth;eigenes Rechenzentrum;BdB;;193.150.167.7;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
152;13070024;Deutsche Bank Privat und GeschÑftskunden;Rostock;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
153;13070024;Deutsche Bank Privat und GeschÑftskunden;Anklam;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
154;13070024;Deutsche Bank Privat und GeschÑftskunden;Bad Doberan;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
155;13070024;Deutsche Bank Privat und GeschÑftskunden;Barth;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
156;13070024;Deutsche Bank Privat und GeschÑftskunden;Bergen auf RÅgen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
157;13070024;Deutsche Bank Privat und GeschÑftskunden;BÅtzow;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
158;13070024;Deutsche Bank Privat und GeschÑftskunden;Demmin, Hansestadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
159;13070024;Deutsche Bank Privat und GeschÑftskunden;Gadebusch;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
160;13070024;Deutsche Bank Privat und GeschÑftskunden;Greifswald, Hansestadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
161;13070024;Deutsche Bank Privat und GeschÑftskunden;GrevesmÅhlen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
162;13070024;Deutsche Bank Privat und GeschÑftskunden;Grimmen;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
163;13070024;Deutsche Bank Privat und GeschÑftskunden;GÅstrow;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
164;13070024;Deutsche Bank Privat und GeschÑftskunden;Hagenow;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
165;13070024;Deutsche Bank Privat und GeschÑftskunden;Ludwigslust;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
166;13070024;Deutsche Bank Privat und GeschÑftskunden;LÅbz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
167;13070024;Deutsche Bank Privat und GeschÑftskunden;Malchin;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
168;13070024;Deutsche Bank Privat und GeschÑftskunden;Neubrandenburg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
169;13070024;Deutsche Bank Privat und GeschÑftskunden;Neustrelitz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
170;13070024;Deutsche Bank Privat und GeschÑftskunden;Parchim;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
171;13070024;Deutsche Bank Privat und GeschÑftskunden;Perleberg;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
172;13070024;Deutsche Bank Privat und GeschÑftskunden;Plau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
173;13070024;Deutsche Bank Privat und GeschÑftskunden;Prenzlau;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
174;13070024;Deutsche Bank Privat und GeschÑftskunden;Stavenhagen, Reuterstadt;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
175;13070024;Deutsche Bank Privat und GeschÑftskunden;Ribnitz-Damgarten;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
176;13070024;Deutsche Bank Privat und GeschÑftskunden;Sassnitz;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
177;13070024;Deutsche Bank Privat und GeschÑftskunden;Schwerin;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
178;13070024;Deutsche Bank Privat und GeschÑftskunden;Stralsund;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
179;13070024;Deutsche Bank Privat und GeschÑftskunden;Templin;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
180;13070024;Deutsche Bank Privat und GeschÑftskunden;Teterow;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
181;13070024;Deutsche Bank Privat und GeschÑftskunden;Torgelow;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
182;13070024;Deutsche Bank Privat und GeschÑftskunden;UeckermÅnde;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
183;13070024;Deutsche Bank Privat und GeschÑftskunden;Waren (MÅritz);eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
184;13070024;Deutsche Bank Privat und GeschÑftskunden;Wismar;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
185;13070024;Deutsche Bank Privat und GeschÑftskunden;Wittenberge;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
186;13070024;Deutsche Bank Privat und GeschÑftskunden;Wolgast;eigenes Rechenzentrum;BdB;;193.150.167.8;3.0;;;;;;;;;;ja;ja;;;;https://fints.deutsche-bank.de/;FinTS V3.0;19.09.2015;;;;;
187;13090000;Rostocker Volks- und Raiffeisenbank eG;Rostock;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
188;13091054;Stralsunder Volksbank eG;Stralsund;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
189;14051000;Sparkasse Mecklenburg-Nordwest;Wismar;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
190;14051362;Sparkasse Parchim-LÅbz;Parchim-LÅbz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
191;14052000;Sparkasse Mecklenburg-Schwerin;Schwerin-Ludwigslust;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
192;14061308;Volks- und Raiffeisenbank GÅstrow eG;GÅstrow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
193;14091464;VR-Bank Schwerin eG;Schwerin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
194;15050100;MÅritz-Sparkasse;MÅritz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
195;15050200;Sparkasse Neubrandenburg-Demmin;Demmin;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
196;15050400;Sparkasse Uecker-Randow;Uecker-Randow;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
197;15050500;Sparkasse Vorpommern;Greifswald;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
198;15051732;Sparkasse Mecklenburg-Strelitz;Mecklenburg-Strelitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-mv6.s-fints-pt-mv.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-mv6.s-fints-pt-mv.de/fints30;FinTS V3.0;09.07.2016;;;;;
199;15061618;Raiffeisenbank Waren eG;Waren ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
200;15061618;Raiffeisenbank Waren eG;Neubrandenburg, Waren;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
201;15061638;Raiffeisenbank Anklam eG;Anklam;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
202;15061698;Raiffeisenbank Malchin eG;Malchin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
203;15091674;Volksbank Demmin eG;Demmin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
204;15091704;Volksbank Uckermark eG;Uckermark;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
205;16020086;UniCredit Bank - HypoVereinsbank AG;Potsdam;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
206;16050000;Mittelbrandenburgische Sparkasse in Potsdam;Potsdam;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
207;16050101;Sparkasse Prignitz;Prignitz;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
208;16050202;Sparkasse Ostprignitz-Ruppin;Ostprignitz-Ruppin;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
209;16060122;Volks- und Raiffeisenbank Prignitz eG;Prignitz;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
210;16061938;Raiffeisenbank Ostprignitz-Ruppin eG;Ostprignitz-Ruppin;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
211;16062008;Volksbank Teltow-FlÑming eG;Teltow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
212;16062073;Brandenburger Bank Volksbank-Raiffeisenbank eG;Brandenburg;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
213;16091994;Volksbank Rathenow eG;Rathenow;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
214;17020086;UniCredit Bank - HypoVereinsbank AG;Frankfurt (Oder);eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
215;17052000;Sparkasse Barnim;Barmin;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
216;17052302;Stadtsparkasse Schwedt;Schwedt;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
217;17054040;Sparkasse MÑrkisch-Oderland;Strausberg;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
218;17055050;Sparkasse Oder-Spree;Frankfurt (Oder);Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
219;17056060;Sparkasse Uckermark;Prenzlau;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
220;17062428;Raiffeisen-Volksbank Oder-Spree eG;Oder-Spree ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
221;17092404;Volks- und Raiffeisenbank FÅrstenw. Seelow Wriezen eG;FÅrstenwalde ;Fiducia & GAD IT AG;BVR;hbci.gad.de;nicht unterstÅtzt;3.0;;;;;;;;ja;;ja;ja;;;;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;FinTS V3.0;22.05.2013;;;;;
222;18020086;UniCredit Bank - HypoVereinsbank AG;Cottbus;eigenes Rechenzentrum;BdB;hbci.hypovereinsbank.de;;3.0;;ja;;ja;;ja;;;;ja;ja;;ja;ja;https://hbci-01.hypovereinsbank.de/bank/hbci;FinTS V3.0;21.08.2015;;;;;
223;18050000;Sparkasse Spree-Nei·e;Cottbus;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
224;18051000;Sparkasse Elbe-Elster;Finsterwalde;Finanz Informatik GmbH & Co. KG;DSGV;banking-bb6.s-fints-pt-bb.de;nicht unterstÅtzt;3.0;ja;;;;;;;;;;;ja;;;https://banking-bb6.s-fints-pt-bb.de/fints30;FinTS V3.0;09.07.2016;;;;;
