Nr.	BLZ	BIC	Institut	Ort	RZ	Organisation	HBCI-Zugang DNS	HBCI- Zugang     IP-Adresse	HBCI-Version	DDV	RDH-1	RDH-2	RDH-3	RDH-4	RDH-5	RDH-6	RDH-7	RDH-8	RDH-9	RDH-10	RAH-7	RAH-9	RAH-10	PIN/TAN-Zugang URL	Version	Datum letzte Änderung
755	28590075	GENODEF1LER	Ostfriesische Volksbank eG	Bunde	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
756	28591654	GENODEF1WRH	Volksbank Westrhauderfehn eG	Westrhauderfehn	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
757	29020000	NEELDE22XXX	Bankhaus Neelmeyer	Bremen	Bank-Verlag GmbH	BdB	hbciserver.bankverlag.de	nicht unterstützt	3.0		ja	ja	ja		ja									https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	3/1/12
758	29020000	NEELDE22XXX	Bankhaus Neelmeyer	Bremen	eigenes Rechenzentrum	BdB	hbci.neelmeyer.de		3.0										ja	ja				https://hbci.neelmeyer.de	FinTS V3.0	1/7/19
759	29020100	BANVDEHBXXX	KBC-Bank	Bremen	Bank-Verlag GmbH	BdB																		https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	
760	29020200	NFHBDE21XXX	NF Bank 	Bremen 	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
761	29030400	PLUMDE29XXX	Bankhaus Plump (M.M. Warburg)	Hamburg	B+S Banksysteme AG	BdB	www.warburg-bank.de	188.21.13.34	3.0			ja	ja		ja			ja	ja	ja				https://www.warburg-bank.de/fints	FinTS V3.0	2/15/19
762	29040090	COBADEFFXXX	Commerzbank	Bremervörde	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
763	29040090	COBADEFFXXX	Commerzbank	Bremen	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
764	29040090	COBADEFFXXX	Commerzbank	Delmenhorst	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
765	29040090	COBADEFFXXX	Commerzbank	Cloppenburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
766	29040090	COBADEFFXXX	Commerzbank	Nordenham	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
767	29040090	COBADEFFXXX	Commerzbank	Norden	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
768	29040090	COBADEFFXXX	Commerzbank	Nienburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
769	29040090	COBADEFFXXX	Commerzbank	Weyhe 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
770	29040090	COBADEFFXXX	Commerzbank	Hoya	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
771	29040090	COBADEFFXXX	Commerzbank	Osterholz-Scharmbeck	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
772	29040090	COBADEFFXXX	Commerzbank	Varel	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
773	29040090	COBADEFFXXX	Commerzbank	Papenburg	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
774	29040090	COBADEFFXXX	Commerzbank	Verden	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
775	29040090	COBADEFFXXX	Commerzbank	Wildeshausen	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
776	29040090	COBADEFFXXX	Commerzbank	Rotenburg 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
777	29040090	COBADEFFXXX	Commerzbank	Brake 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
778	29040090	COBADEFFXXX	Commerzbank	Achim 	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
779	29050000	BRLADE22XXX	Bremer Landesbank	Bremen	Finanz Informatik GmbH & Co. KG	DSGV	banking-li1.s-fints-pt-li.de	nicht unterstützt	3.0	ja											ja			https://banking-li1.s-fints-pt-li.de/fints30	FinTS V3.0	7/9/16
780	29050101	SBREDE22XXX	Die Sparkasse Bremen	Bremen	Finanz Informatik GmbH & Co. KG	DSGV	banking-hb6.s-fints-pt-hb.de	nicht unterstützt	3.0	ja											ja			https://banking-hb6.s-fints-pt-hb.de/fints30	FinTS V3.0	7/9/16
781	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Bremen	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
782	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Achim	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
783	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Bremerhaven	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
784	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Cloppenburg	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
785	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Delmenhorst	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
786	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Lohne (Oldenburg)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
787	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Osterholz-Scharmbeck	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
788	29070024	DEUTDEDBBRE	Deutsche Bank Privat und Geschäftskunden	Vechta	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
789	29070050	DEUTDEHBXXX	Deutsche Bank	Bremen	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
790	29070050	DEUTDEHBXXX	Deutsche Bank	Achim	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
791	29070050	DEUTDEHBXXX	Deutsche Bank	Osterholz-Scharmbeck	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
792	29070051	DEUTDEHB292	Deutsche Bank	Bremerhaven	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
793	29070052	DEUTDEHB294	Deutsche Bank	Delmenhorst	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
794	29070058	DEUTDEHB293	Deutsche Bank	Cloppenburg	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
795	29070059	DEUTDEHB290	Deutsche Bank	Vechta	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
796	29070059	DEUTDEHB290	Deutsche Bank	Lohne (Oldenburg)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
797	29090900	GENODEF1P03	PSD Bank Nord	Bremen	Fiducia & GAD IT AG	BVR																		https://hbci11.fiducia.de/cgi-bin/hbciservlet	FinTS V3.0	9/16/16
798	29151700	BRLADE21SYK	Kreissparkasse Syke	Syke	Finanz Informatik GmbH & Co. KG	DSGV	banking-ni1.s-fints-pt-ni.de	nicht unterstützt	3.0	ja											ja			https://banking-ni1.s-fints-pt-ni.de/fints30	FinTS V3.0	7/9/16
799	29152550	BRLADE21SHL	Sparkasse Scheeßel	Scheeßel	Finanz Informatik GmbH & Co. KG	DSGV	banking-ni1.s-fints-pt-ni.de	nicht unterstützt	3.0	ja											ja			https://banking-ni1.s-fints-pt-ni.de/fints30	FinTS V3.0	7/9/16
800	29152670	BRLADE21VER	Kreissparkasse Verden	Verden	Finanz Informatik GmbH & Co. KG	DSGV	banking-ni1.s-fints-pt-ni.de	nicht unterstützt	3.0	ja											ja			https://banking-ni1.s-fints-pt-ni.de/fints30	FinTS V3.0	7/9/16
801	29162394	GENODEF1OHZ	Volksbank Osterholz-Scharmbeck eG	Osterholz-Scharmbeck	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
802	29162453	GENODEF1SWW	Volksbank Schwanewede eG	Schwanewede	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
803	29165545	GENODEF1OYT	Volksbank Oyten eG	Oyten	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
804	29165681	GENODEF1SUM	Volksbank Sottrum eG	Sottrum	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
805	29166568	GENODEF1WOP	Volksbank Worpswede eG	Worpswede	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
806	29167624	GENODEF1SHR	Volksbank Stuhr eG	Stuhr	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
807	29172624	DEUTDEDB291	Deutsche Bank Privat und Geschäftskunden	Verden (Aller)	eigenes Rechenzentrum	BdB		193.150.167.8	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
808	29172655	DEUTDEHB291	Deutsche Bank	Verden (Aller)	eigenes Rechenzentrum	BdB		193.150.167.7	3.0										ja	ja				https://fints.deutsche-bank.de/	FinTS V3.0	9/19/15
809	29190024	GENODEF1HB1	Bremische Volksbank eG	Bremen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
810	29190330	GENODEF1HB2	Volksbank Bremen-Nord eG	Bremen	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
811	29240024	COBADEFFXXX	Commerzbank	Bremerhaven	eigenes Rechenzentrum	BdB	hbci.commerzbank.de		3.0		ja	ja	ja		ja			ja	ja	ja						11/15/10
812	29250000	BRLADE21BRS	Weser-Elbe-Sparkasse	Bremerhaven	Finanz Informatik GmbH & Co. KG	DSGV	banking-ni1.s-fints-pt-ni.de	nicht unterstützt	3.0	ja											ja			https://banking-ni1.s-fints-pt-ni.de/fints30	FinTS V3.0	7/9/16
813	29262722	GENODEF1BRV	Volksbank Geeste-Nord eG	Geeste	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
814	29265747	GENODEF1BEV	VB eG im Landkr. Cuxhav.	Beverstedt, Cuxhaven, Bremerhaven	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
815	29290034	GENODEF1HBV	VB eG Bremerhaven	Bremerhaven	Fiducia & GAD IT AG	BVR	hbci.gad.de	nicht unterstützt	3.0								ja		ja	ja				https://hbci-pintan.gad.de/cgi-bin/hbciservlet	FinTS V3.0	5/22/13
816	30010700	BOTKDEDXXXX	Mufg Bank (Europe) Germany Branch	Düsseldorf	Bank-Verlag	BdB																		https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V3.0	2/15/19
817	30020500	BHFBDEFF300	BHF-Bank AG	Düsseldorf	Bank-Verlag GmbH	BdB	hbciserver.bankverlag.de	nicht unterstützt	3.0		ja		ja		ja									https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp	FinTS V4.0	2/24/08
